lat,lon,tz,date,units,cloud_cover,humidity,precipitation,temperature,pressure,wind
29.18483,71.49811,+05:00,2022-02-18,standard,{'afternoon': 5.0},{'afternoon': 20.0},{'total': 0.0},"{'min': 287.22, 'max': 300.91, 'afternoon': 299.06, 'night': 291.21, 'evening': 296.8, 'morning': 287.67}",{'afternoon': 1013.0},"{'max': {'speed': 5.97, 'direction': 9.0}}"
29.18483,71.49811,+05:00,2022-02-19,standard,{'afternoon': 0.0},{'afternoon': 21.0},{'total': 0.0},"{'min': 287.82, 'max': 301.33, 'afternoon': 298.93, 'night': 290.86, 'evening': 297.32, 'morning': 287.88}",{'afternoon': 1016.0},"{'max': {'speed': 4.38, 'direction': 243.0}}"
29.18483,71.49811,+05:00,2022-02-20,standard,{'afternoon': 0.0},{'afternoon': 12.0},{'total': 0.0},"{'min': 290.04, 'max': 303.71, 'afternoon': 300.76, 'night': 292.36, 'evening': 297.83, 'morning': 290.7}",{'afternoon': 1010.0},"{'max': {'speed': 5.2, 'direction': 326.0}}"
29.18483,71.49811,+05:00,2022-02-21,standard,{'afternoon': 0.0},{'afternoon': 12.0},{'total': 0.0},"{'min': 289.93, 'max': 304.61, 'afternoon': 302.15, 'night': 292.75, 'evening': 300.31, 'morning': 290.21}",{'afternoon': 1007.0},"{'max': {'speed': 5.04, 'direction': 94.0}}"
29.18483,71.49811,+05:00,2022-02-22,standard,{'afternoon': 0.0},{'afternoon': 17.0},{'total': 0.0},"{'min': 289.89, 'max': 301.14, 'afternoon': 299.18, 'night': 294.95, 'evening': 296.48, 'morning': 290.5}",{'afternoon': 1005.0},"{'max': {'speed': 9.41, 'direction': 344.0}}"
29.18483,71.49811,+05:00,2022-02-23,standard,{'afternoon': 0.0},{'afternoon': 27.0},{'total': 0.0},"{'min': 286.0, 'max': 300.25, 'afternoon': 297.39, 'night': 289.24, 'evening': 296.94, 'morning': 286.12}",{'afternoon': 1015.0},"{'max': {'speed': 5.58, 'direction': 3.0}}"
29.18483,71.49811,+05:00,2022-02-24,standard,{'afternoon': 100.0},{'afternoon': 25.0},{'total': 0.0},"{'min': 287.3, 'max': 300.68, 'afternoon': 298.01, 'night': 291.34, 'evening': 296.89, 'morning': 287.92}",{'afternoon': 1017.0},"{'max': {'speed': 4.31, 'direction': 20.0}}"
29.18483,71.49811,+05:00,2022-02-25,standard,{'afternoon': 0.0},{'afternoon': 19.0},{'total': 0.0},"{'min': 289.76, 'max': 302.64, 'afternoon': 300.7, 'night': 292.22, 'evening': 297.84, 'morning': 289.95}",{'afternoon': 1015.0},"{'max': {'speed': 6.3, 'direction': 20.0}}"
29.18483,71.49811,+05:00,2022-02-26,standard,{'afternoon': 0.0},{'afternoon': 37.0},{'total': 0.0},"{'min': 286.47, 'max': 299.41, 'afternoon': 296.8, 'night': 290.36, 'evening': 296.33, 'morning': 286.94}",{'afternoon': 1017.0},"{'max': {'speed': 8.35, 'direction': 16.0}}"
29.18483,71.49811,+05:00,2022-02-27,standard,{'afternoon': 0.0},{'afternoon': 30.0},{'total': 0.0},"{'min': 285.73, 'max': 298.98, 'afternoon': 296.62, 'night': 289.41, 'evening': 295.58, 'morning': 285.9}",{'afternoon': 1021.0},"{'max': {'speed': 5.63, 'direction': 39.0}}"
29.18483,71.49811,+05:00,2022-02-28,standard,{'afternoon': 100.0},{'afternoon': 27.0},{'total': 0.66},"{'min': 287.1, 'max': 300.0, 'afternoon': 297.14, 'night': 290.12, 'evening': 297.03, 'morning': 287.1}",{'afternoon': 1018.0},"{'max': {'speed': 3.29, 'direction': 192.0}}"
29.18483,71.49811,+05:00,2022-03-01,standard,{'afternoon': 0.0},{'afternoon': 25.0},{'total': 0.0},"{'min': 287.98, 'max': 302.11, 'afternoon': 300.05, 'night': 292.37, 'evening': 299.33, 'morning': 287.98}",{'afternoon': 1017.0},"{'max': {'speed': 3.36, 'direction': 10.0}}"
29.18483,71.49811,+05:00,2022-03-02,standard,{'afternoon': 100.0},{'afternoon': 55.0},{'total': 10.22},"{'min': 288.49, 'max': 294.8, 'afternoon': 292.68, 'night': 293.39, 'evening': 289.26, 'morning': 290.59}",{'afternoon': 1019.0},"{'max': {'speed': 9.2, 'direction': 9.0}}"
29.18483,71.49811,+05:00,2022-03-03,standard,{'afternoon': 0.0},{'afternoon': 33.0},{'total': 0.0},"{'min': 286.08, 'max': 300.22, 'afternoon': 297.96, 'night': 288.94, 'evening': 296.65, 'morning': 286.08}",{'afternoon': 1018.0},"{'max': {'speed': 5.84, 'direction': 349.0}}"
29.18483,71.49811,+05:00,2022-03-04,standard,{'afternoon': 0.0},{'afternoon': 27.0},{'total': 0.0},"{'min': 289.25, 'max': 302.26, 'afternoon': 299.99, 'night': 291.4, 'evening': 299.07, 'morning': 289.35}",{'afternoon': 1019.0},"{'max': {'speed': 3.78, 'direction': 63.0}}"
29.18483,71.49811,+05:00,2022-03-05,standard,{'afternoon': 100.0},{'afternoon': 23.0},{'total': 0.0},"{'min': 290.26, 'max': 303.24, 'afternoon': 300.96, 'night': 292.87, 'evening': 300.51, 'morning': 290.35}",{'afternoon': 1017.0},"{'max': {'speed': 3.76, 'direction': 223.0}}"
29.18483,71.49811,+05:00,2022-03-06,standard,{'afternoon': 99.0},{'afternoon': 17.0},{'total': 0.0},"{'min': 294.02, 'max': 304.75, 'afternoon': 303.69, 'night': 296.16, 'evening': 301.83, 'morning': 294.02}",{'afternoon': 1012.0},"{'max': {'speed': 5.02, 'direction': 194.0}}"
29.18483,71.49811,+05:00,2022-03-07,standard,{'afternoon': 1.0},{'afternoon': 28.0},{'total': 0.0},"{'min': 289.71, 'max': 304.99, 'afternoon': 301.65, 'night': 295.81, 'evening': 301.09, 'morning': 289.8}",{'afternoon': 1014.0},"{'max': {'speed': 7.88, 'direction': 21.0}}"
29.18483,71.49811,+05:00,2022-03-08,standard,{'afternoon': 33.0},{'afternoon': 27.0},{'total': 0.0},"{'min': 290.14, 'max': 304.61, 'afternoon': 302.37, 'night': 292.95, 'evening': 301.48, 'morning': 290.37}",{'afternoon': 1015.0},"{'max': {'speed': 6.56, 'direction': 12.0}}"
29.18483,71.49811,+05:00,2022-03-09,standard,{'afternoon': 9.0},{'afternoon': 23.0},{'total': 0.0},"{'min': 291.13, 'max': 305.47, 'afternoon': 303.88, 'night': 295.01, 'evening': 302.32, 'morning': 291.14}",{'afternoon': 1014.0},"{'max': {'speed': 4.84, 'direction': 18.0}}"
29.18483,71.49811,+05:00,2022-03-10,standard,{'afternoon': 0.0},{'afternoon': 24.0},{'total': 0.14},"{'min': 292.11, 'max': 306.09, 'afternoon': 303.7, 'night': 294.71, 'evening': 302.24, 'morning': 292.11}",{'afternoon': 1014.0},"{'max': {'speed': 4.01, 'direction': 21.0}}"
29.18483,71.49811,+05:00,2022-03-11,standard,{'afternoon': 0.0},{'afternoon': 19.0},{'total': 0.0},"{'min': 294.14, 'max': 308.91, 'afternoon': 306.3, 'night': 296.42, 'evening': 304.38, 'morning': 294.14}",{'afternoon': 1013.0},"{'max': {'speed': 3.9, 'direction': 311.0}}"
29.18483,71.49811,+05:00,2022-03-12,standard,{'afternoon': 5.0},{'afternoon': 15.0},{'total': 0.0},"{'min': 295.74, 'max': 311.42, 'afternoon': 308.73, 'night': 297.59, 'evening': 307.26, 'morning': 295.82}",{'afternoon': 1011.0},"{'max': {'speed': 5.63, 'direction': 269.0}}"
29.18483,71.49811,+05:00,2022-03-13,standard,{'afternoon': 0.0},{'afternoon': 15.0},{'total': 0.0},"{'min': 295.5, 'max': 311.92, 'afternoon': 308.81, 'night': 301.41, 'evening': 307.33, 'morning': 295.56}",{'afternoon': 1010.0},"{'max': {'speed': 3.97, 'direction': 229.0}}"
29.18483,71.49811,+05:00,2022-03-14,standard,{'afternoon': 3.0},{'afternoon': 10.0},{'total': 0.0},"{'min': 298.16, 'max': 314.32, 'afternoon': 312.65, 'night': 301.34, 'evening': 309.89, 'morning': 298.16}",{'afternoon': 1010.0},"{'max': {'speed': 5.8, 'direction': 252.0}}"
29.18483,71.49811,+05:00,2022-03-15,standard,{'afternoon': 5.0},{'afternoon': 9.0},{'total': 0.0},"{'min': 299.12, 'max': 315.64, 'afternoon': 313.28, 'night': 302.48, 'evening': 310.76, 'morning': 299.12}",{'afternoon': 1007.0},"{'max': {'speed': 4.21, 'direction': 233.0}}"
29.18483,71.49811,+05:00,2022-03-16,standard,{'afternoon': 15.0},{'afternoon': 8.0},{'total': 0.0},"{'min': 299.45, 'max': 316.39, 'afternoon': 314.82, 'night': 303.06, 'evening': 311.48, 'morning': 299.45}",{'afternoon': 1005.0},"{'max': {'speed': 5.11, 'direction': 270.0}}"
29.18483,71.49811,+05:00,2022-03-17,standard,{'afternoon': 9.0},{'afternoon': 9.0},{'total': 0.0},"{'min': 299.97, 'max': 315.79, 'afternoon': 313.86, 'night': 302.38, 'evening': 311.16, 'morning': 300.03}",{'afternoon': 1006.0},"{'max': {'speed': 4.18, 'direction': 267.0}}"
29.18483,71.49811,+05:00,2022-03-18,standard,{'afternoon': 2.0},{'afternoon': 7.0},{'total': 0.0},"{'min': 298.58, 'max': 315.09, 'afternoon': 312.58, 'night': 303.71, 'evening': 310.9, 'morning': 298.58}",{'afternoon': 1005.0},"{'max': {'speed': 5.32, 'direction': 190.0}}"
29.18483,71.49811,+05:00,2022-03-19,standard,{'afternoon': 0.0},{'afternoon': 12.0},{'total': 0.0},"{'min': 298.38, 'max': 312.55, 'afternoon': 310.76, 'night': 303.24, 'evening': 308.08, 'morning': 298.38}",{'afternoon': 1004.0},"{'max': {'speed': 5.13, 'direction': 177.0}}"
29.18483,71.49811,+05:00,2022-03-20,standard,{'afternoon': 0.0},{'afternoon': 11.0},{'total': 0.0},"{'min': 296.96, 'max': 312.58, 'afternoon': 311.5, 'night': 301.12, 'evening': 308.62, 'morning': 296.96}",{'afternoon': 1003.0},"{'max': {'speed': 5.62, 'direction': 4.0}}"
29.18483,71.49811,+05:00,2022-03-21,standard,{'afternoon': 0.0},{'afternoon': 9.0},{'total': 0.0},"{'min': 297.38, 'max': 312.32, 'afternoon': 310.94, 'night': 301.23, 'evening': 307.71, 'morning': 297.38}",{'afternoon': 1007.0},"{'max': {'speed': 3.69, 'direction': 304.0}}"
29.18483,71.49811,+05:00,2022-03-22,standard,{'afternoon': 0.0},{'afternoon': 7.0},{'total': 0.0},"{'min': 296.56, 'max': 312.3, 'afternoon': 311.17, 'night': 300.45, 'evening': 308.46, 'morning': 297.51}",{'afternoon': 1008.0},"{'max': {'speed': 6.54, 'direction': 234.0}}"
29.18483,71.49811,+05:00,2022-03-23,standard,{'afternoon': 0.0},{'afternoon': 18.0},{'total': 0.0},"{'min': 294.85, 'max': 308.9, 'afternoon': 306.68, 'night': 298.99, 'evening': 306.26, 'morning': 294.85}",{'afternoon': 1007.0},"{'max': {'speed': 6.52, 'direction': 262.0}}"
29.18483,71.49811,+05:00,2022-03-24,standard,{'afternoon': 0.0},{'afternoon': 11.0},{'total': 0.0},"{'min': 295.09, 'max': 310.89, 'afternoon': 308.8, 'night': 297.67, 'evening': 307.04, 'morning': 295.09}",{'afternoon': 1005.0},"{'max': {'speed': 3.23, 'direction': 39.0}}"
29.18483,71.49811,+05:00,2022-03-25,standard,{'afternoon': 0.0},{'afternoon': 10.0},{'total': 0.0},"{'min': 296.48, 'max': 311.86, 'afternoon': 309.73, 'night': 300.76, 'evening': 308.56, 'morning': 296.48}",{'afternoon': 1007.0},"{'max': {'speed': 4.05, 'direction': 286.0}}"
29.18483,71.49811,+05:00,2022-03-26,standard,{'afternoon': 0.0},{'afternoon': 5.0},{'total': 0.0},"{'min': 296.43, 'max': 312.72, 'afternoon': 311.37, 'night': 300.47, 'evening': 308.85, 'morning': 296.43}",{'afternoon': 1010.0},"{'max': {'speed': 3.56, 'direction': 237.0}}"
29.18483,71.49811,+05:00,2022-03-27,standard,{'afternoon': 0.0},{'afternoon': 4.0},{'total': 0.0},"{'min': 298.75, 'max': 315.21, 'afternoon': 314.1, 'night': 301.96, 'evening': 310.95, 'morning': 298.75}",{'afternoon': 1007.0},"{'max': {'speed': 6.51, 'direction': 234.0}}"
29.18483,71.49811,+05:00,2022-03-28,standard,{'afternoon': 0.0},{'afternoon': 5.0},{'total': 0.0},"{'min': 299.49, 'max': 315.55, 'afternoon': 313.39, 'night': 302.21, 'evening': 311.89, 'morning': 299.49}",{'afternoon': 1006.0},"{'max': {'speed': 6.21, 'direction': 210.0}}"
29.18483,71.49811,+05:00,2022-03-29,standard,{'afternoon': 0.0},{'afternoon': 5.0},{'total': 0.0},"{'min': 298.99, 'max': 314.83, 'afternoon': 312.63, 'night': 303.37, 'evening': 310.75, 'morning': 298.99}",{'afternoon': 1005.0},"{'max': {'speed': 3.04, 'direction': 105.0}}"
29.18483,71.49811,+05:00,2022-03-30,standard,{'afternoon': 0.0},{'afternoon': 6.0},{'total': 0.0},"{'min': 299.15, 'max': 314.08, 'afternoon': 312.24, 'night': 303.83, 'evening': 310.71, 'morning': 299.56}",{'afternoon': 1006.0},"{'max': {'speed': 4.35, 'direction': 8.0}}"
29.18483,71.49811,+05:00,2022-03-31,standard,{'afternoon': 0.0},{'afternoon': 5.0},{'total': 0.0},"{'min': 295.75, 'max': 313.14, 'afternoon': 311.39, 'night': 300.39, 'evening': 309.41, 'morning': 295.75}",{'afternoon': 1009.0},"{'max': {'speed': 5.02, 'direction': 31.0}}"
29.18483,71.49811,+05:00,2022-04-01,standard,{'afternoon': 0.0},{'afternoon': 4.0},{'total': 0.0},"{'min': 296.98, 'max': 314.19, 'afternoon': 312.29, 'night': 299.77, 'evening': 310.52, 'morning': 296.98}",{'afternoon': 1008.0},"{'max': {'speed': 4.71, 'direction': 230.0}}"
29.18483,71.49811,+05:00,2022-04-02,standard,{'afternoon': 0.0},{'afternoon': 3.0},{'total': 0.0},"{'min': 297.77, 'max': 314.85, 'afternoon': 312.26, 'night': 302.28, 'evening': 311.2, 'morning': 297.77}",{'afternoon': 1007.0},"{'max': {'speed': 7.14, 'direction': 266.0}}"
29.18483,71.49811,+05:00,2022-04-03,standard,{'afternoon': 7.0},{'afternoon': 4.0},{'total': 0.0},"{'min': 298.0, 'max': 313.38, 'afternoon': 311.4, 'night': 300.65, 'evening': 309.87, 'morning': 298.0}",{'afternoon': 1008.0},"{'max': {'speed': 5.3, 'direction': 346.0}}"
29.18483,71.49811,+05:00,2022-04-04,standard,{'afternoon': 16.0},{'afternoon': 6.0},{'total': 0.0},"{'min': 297.12, 'max': 313.16, 'afternoon': 311.22, 'night': 303.2, 'evening': 309.61, 'morning': 297.12}",{'afternoon': 1009.0},"{'max': {'speed': 3.69, 'direction': 42.0}}"
29.18483,71.49811,+05:00,2022-04-05,standard,{'afternoon': 0.0},{'afternoon': 4.0},{'total': 0.0},"{'min': 300.03, 'max': 314.28, 'afternoon': 312.65, 'night': 302.06, 'evening': 311.43, 'morning': 300.03}",{'afternoon': 1009.0},"{'max': {'speed': 3.61, 'direction': 291.0}}"
29.18483,71.49811,+05:00,2022-04-06,standard,{'afternoon': 0.0},{'afternoon': 3.0},{'total': 0.0},"{'min': 298.89, 'max': 315.31, 'afternoon': 313.77, 'night': 302.94, 'evening': 311.55, 'morning': 298.89}",{'afternoon': 1010.0},"{'max': {'speed': 3.21, 'direction': 160.0}}"
29.18483,71.49811,+05:00,2022-04-07,standard,{'afternoon': 0.0},{'afternoon': 4.0},{'total': 0.0},"{'min': 300.24, 'max': 316.22, 'afternoon': 315.13, 'night': 305.1, 'evening': 312.69, 'morning': 300.24}",{'afternoon': 1009.0},"{'max': {'speed': 4.03, 'direction': 204.0}}"
29.18483,71.49811,+05:00,2022-04-08,standard,{'afternoon': 0.0},{'afternoon': 5.0},{'total': 0.0},"{'min': 302.28, 'max': 317.09, 'afternoon': 315.72, 'night': 306.25, 'evening': 313.36, 'morning': 302.28}",{'afternoon': 1005.0},"{'max': {'speed': 4.73, 'direction': 190.0}}"
29.18483,71.49811,+05:00,2022-04-09,standard,{'afternoon': 0.0},{'afternoon': 6.0},{'total': 0.0},"{'min': 302.84, 'max': 316.95, 'afternoon': 316.26, 'night': 306.3, 'evening': 314.15, 'morning': 302.84}",{'afternoon': 1005.0},"{'max': {'speed': 6.16, 'direction': 229.0}}"
29.18483,71.49811,+05:00,2022-04-10,standard,{'afternoon': 0.0},{'afternoon': 5.0},{'total': 0.0},"{'min': 302.04, 'max': 317.27, 'afternoon': 315.28, 'night': 305.75, 'evening': 314.45, 'morning': 302.04}",{'afternoon': 1004.0},"{'max': {'speed': 4.52, 'direction': 206.0}}"
29.18483,71.49811,+05:00,2022-04-11,standard,{'afternoon': 100.0},{'afternoon': 7.0},{'total': 0.0},"{'min': 302.81, 'max': 316.17, 'afternoon': 315.84, 'night': 306.27, 'evening': 312.9, 'morning': 302.81}",{'afternoon': 1002.0},"{'max': {'speed': 5.18, 'direction': 188.0}}"
29.18483,71.49811,+05:00,2022-04-12,standard,{'afternoon': 0.0},{'afternoon': 11.0},{'total': 0.0},"{'min': 300.85, 'max': 313.21, 'afternoon': 312.17, 'night': 305.88, 'evening': 311.41, 'morning': 300.85}",{'afternoon': 1001.0},"{'max': {'speed': 6.14, 'direction': 184.0}}"
29.18483,71.49811,+05:00,2022-04-13,standard,{'afternoon': 19.0},{'afternoon': 15.0},{'total': 0.0},"{'min': 300.51, 'max': 313.26, 'afternoon': 311.29, 'night': 305.17, 'evening': 311.69, 'morning': 300.51}",{'afternoon': 1003.0},"{'max': {'speed': 7.5, 'direction': 300.0}}"
29.18483,71.49811,+05:00,2022-04-14,standard,{'afternoon': 0.0},{'afternoon': 6.0},{'total': 0.0},"{'min': 300.63, 'max': 315.24, 'afternoon': 314.45, 'night': 303.11, 'evening': 312.91, 'morning': 300.7}",{'afternoon': 1002.0},"{'max': {'speed': 5.55, 'direction': 270.0}}"
29.18483,71.49811,+05:00,2022-04-15,standard,{'afternoon': 0.0},{'afternoon': 7.0},{'total': 0.0},"{'min': 299.52, 'max': 314.81, 'afternoon': 312.99, 'night': 303.43, 'evening': 312.18, 'morning': 299.52}",{'afternoon': 1002.0},"{'max': {'speed': 5.05, 'direction': 25.0}}"
29.18483,71.49811,+05:00,2022-04-16,standard,{'afternoon': 0.0},{'afternoon': 6.0},{'total': 0.0},"{'min': 299.75, 'max': 315.45, 'afternoon': 313.68, 'night': 304.72, 'evening': 312.45, 'morning': 299.75}",{'afternoon': 1002.0},"{'max': {'speed': 3.55, 'direction': 76.0}}"
29.18483,71.49811,+05:00,2022-04-17,standard,{'afternoon': 3.0},{'afternoon': 3.0},{'total': 0.0},"{'min': 300.37, 'max': 316.72, 'afternoon': 314.98, 'night': 305.27, 'evening': 313.84, 'morning': 300.55}",{'afternoon': 1002.0},"{'max': {'speed': 7.07, 'direction': 147.0}}"
29.18483,71.49811,+05:00,2022-04-18,standard,{'afternoon': 100.0},{'afternoon': 15.0},{'total': 0.0},"{'min': 301.96, 'max': 315.61, 'afternoon': 312.59, 'night': 307.97, 'evening': 313.91, 'morning': 301.96}",{'afternoon': 1005.0},"{'max': {'speed': 7.59, 'direction': 220.0}}"
29.18483,71.49811,+05:00,2022-04-19,standard,{'afternoon': 0.0},{'afternoon': 15.0},{'total': 0.0},"{'min': 301.82, 'max': 315.17, 'afternoon': 312.64, 'night': 305.79, 'evening': 313.51, 'morning': 301.82}",{'afternoon': 1007.0},"{'max': {'speed': 4.05, 'direction': 280.0}}"
29.18483,71.49811,+05:00,2022-04-20,standard,{'afternoon': 0.0},{'afternoon': 13.0},{'total': 0.0},"{'min': 302.36, 'max': 314.73, 'afternoon': 312.56, 'night': 306.5, 'evening': 312.35, 'morning': 302.36}",{'afternoon': 1006.0},"{'max': {'speed': 7.68, 'direction': 242.0}}"
29.18483,71.49811,+05:00,2022-04-21,standard,{'afternoon': 0.0},{'afternoon': 13.0},{'total': 0.0},"{'min': 300.35, 'max': 313.42, 'afternoon': 311.48, 'night': 303.24, 'evening': 311.25, 'morning': 300.78}",{'afternoon': 1005.0},"{'max': {'speed': 5.19, 'direction': 229.0}}"
29.18483,71.49811,+05:00,2022-04-22,standard,{'afternoon': 0.0},{'afternoon': 16.0},{'total': 0.0},"{'min': 298.14, 'max': 312.56, 'afternoon': 309.88, 'night': 303.96, 'evening': 310.85, 'morning': 298.14}",{'afternoon': 1008.0},"{'max': {'speed': 5.62, 'direction': 12.0}}"
29.18483,71.49811,+05:00,2022-04-23,standard,{'afternoon': 21.0},{'afternoon': 11.0},{'total': 0.0},"{'min': 300.29, 'max': 313.36, 'afternoon': 311.39, 'night': 303.47, 'evening': 312.29, 'morning': 300.29}",{'afternoon': 1008.0},"{'max': {'speed': 3.16, 'direction': 56.0}}"
29.18483,71.49811,+05:00,2022-04-24,standard,{'afternoon': 100.0},{'afternoon': 7.0},{'total': 0.0},"{'min': 301.45, 'max': 315.02, 'afternoon': 313.43, 'night': 304.69, 'evening': 313.62, 'morning': 301.45}",{'afternoon': 1006.0},"{'max': {'speed': 4.17, 'direction': 210.0}}"
29.18483,71.49811,+05:00,2022-04-25,standard,{'afternoon': 5.0},{'afternoon': 8.0},{'total': 0.0},"{'min': 303.19, 'max': 316.36, 'afternoon': 314.19, 'night': 306.54, 'evening': 314.69, 'morning': 303.19}",{'afternoon': 1003.0},"{'max': {'speed': 5.54, 'direction': 192.0}}"
29.18483,71.49811,+05:00,2022-04-26,standard,{'afternoon': 0.0},{'afternoon': 6.0},{'total': 0.0},"{'min': 301.15, 'max': 316.87, 'afternoon': 314.85, 'night': 305.49, 'evening': 315.19, 'morning': 301.15}",{'afternoon': 1003.0},"{'max': {'speed': 3.32, 'direction': 287.0}}"
29.18483,71.49811,+05:00,2022-04-27,standard,{'afternoon': 0.0},{'afternoon': 7.0},{'total': 0.0},"{'min': 302.79, 'max': 317.83, 'afternoon': 316.81, 'night': 306.73, 'evening': 315.82, 'morning': 302.79}",{'afternoon': 1004.0},"{'max': {'speed': 4.58, 'direction': 202.0}}"
29.18483,71.49811,+05:00,2022-04-28,standard,{'afternoon': 30.0},{'afternoon': 7.0},{'total': 0.0},"{'min': 303.62, 'max': 318.4, 'afternoon': 317.65, 'night': 307.76, 'evening': 315.44, 'morning': 303.62}",{'afternoon': 1003.0},"{'max': {'speed': 7.74, 'direction': 238.0}}"
29.18483,71.49811,+05:00,2022-04-29,standard,{'afternoon': 0.0},{'afternoon': 8.0},{'total': 0.0},"{'min': 302.81, 'max': 317.75, 'afternoon': 316.31, 'night': 307.5, 'evening': 315.33, 'morning': 302.88}",{'afternoon': 1004.0},"{'max': {'speed': 5.22, 'direction': 218.0}}"
29.18483,71.49811,+05:00,2022-04-30,standard,{'afternoon': 0.0},{'afternoon': 8.0},{'total': 0.0},"{'min': 304.84, 'max': 318.83, 'afternoon': 317.48, 'night': 307.79, 'evening': 317.33, 'morning': 304.84}",{'afternoon': 1000.0},"{'max': {'speed': 5.3, 'direction': 217.0}}"
29.18483,71.49811,+05:00,2022-05-01,standard,{'afternoon': 0.0},{'afternoon': 6.0},{'total': 0.0},"{'min': 305.95, 'max': 319.93, 'afternoon': 318.62, 'night': 309.13, 'evening': 318.05, 'morning': 305.95}",{'afternoon': 998.0},"{'max': {'speed': 4.82, 'direction': 292.0}}"
29.18483,71.49811,+05:00,2022-05-02,standard,{'afternoon': 54.0},{'afternoon': 8.0},{'total': 0.0},"{'min': 306.07, 'max': 317.77, 'afternoon': 317.14, 'night': 311.23, 'evening': 315.03, 'morning': 306.07}",{'afternoon': 998.0},"{'max': {'speed': 9.18, 'direction': 200.0}}"
29.18483,71.49811,+05:00,2022-05-03,standard,{'afternoon': 0.0},{'afternoon': 25.0},{'total': 0.0},"{'min': 300.87, 'max': 312.62, 'afternoon': 310.06, 'night': 306.31, 'evening': 312.05, 'morning': 300.87}",{'afternoon': 1001.0},"{'max': {'speed': 7.66, 'direction': 216.0}}"
29.18483,71.49811,+05:00,2022-05-04,standard,{'afternoon': 43.0},{'afternoon': 21.0},{'total': 0.0},"{'min': 301.6, 'max': 314.15, 'afternoon': 311.76, 'night': 306.5, 'evening': 312.02, 'morning': 304.5}",{'afternoon': 1004.0},"{'max': {'speed': 5.85, 'direction': 180.0}}"
29.18483,71.49811,+05:00,2022-05-05,standard,{'afternoon': 0.0},{'afternoon': 18.0},{'total': 0.0},"{'min': 301.7, 'max': 314.46, 'afternoon': 311.93, 'night': 306.41, 'evening': 310.87, 'morning': 301.7}",{'afternoon': 1006.0},"{'max': {'speed': 12.38, 'direction': 351.0}}"
29.18483,71.49811,+05:00,2022-05-06,standard,{'afternoon': 0.0},{'afternoon': 12.0},{'total': 0.0},"{'min': 303.16, 'max': 316.69, 'afternoon': 315.49, 'night': 306.65, 'evening': 315.26, 'morning': 303.34}",{'afternoon': 1003.0},"{'max': {'speed': 5.68, 'direction': 275.0}}"
29.18483,71.49811,+05:00,2022-05-07,standard,{'afternoon': 0.0},{'afternoon': 8.0},{'total': 0.0},"{'min': 304.34, 'max': 318.21, 'afternoon': 316.92, 'night': 307.94, 'evening': 316.67, 'morning': 304.42}",{'afternoon': 1004.0},"{'max': {'speed': 5.71, 'direction': 249.0}}"
29.18483,71.49811,+05:00,2022-05-08,standard,{'afternoon': 0.0},{'afternoon': 8.0},{'total': 0.0},"{'min': 304.48, 'max': 319.74, 'afternoon': 317.98, 'night': 308.27, 'evening': 317.93, 'morning': 304.48}",{'afternoon': 1000.0},"{'max': {'speed': 6.94, 'direction': 245.0}}"
29.18483,71.49811,+05:00,2022-05-09,standard,{'afternoon': 0.0},{'afternoon': 7.0},{'total': 0.0},"{'min': 304.55, 'max': 319.94, 'afternoon': 317.98, 'night': 309.26, 'evening': 317.7, 'morning': 304.55}",{'afternoon': 1000.0},"{'max': {'speed': 8.72, 'direction': 243.0}}"
29.18483,71.49811,+05:00,2022-05-10,standard,{'afternoon': 0.0},{'afternoon': 7.0},{'total': 0.0},"{'min': 304.98, 'max': 319.68, 'afternoon': 318.56, 'night': 309.75, 'evening': 318.07, 'morning': 304.98}",{'afternoon': 1001.0},"{'max': {'speed': 7.15, 'direction': 248.0}}"
29.18483,71.49811,+05:00,2022-05-11,standard,{'afternoon': 0.0},{'afternoon': 8.0},{'total': 0.0},"{'min': 305.49, 'max': 319.83, 'afternoon': 318.65, 'night': 309.67, 'evening': 318.21, 'morning': 305.49}",{'afternoon': 1000.0},"{'max': {'speed': 7.67, 'direction': 248.0}}"
29.18483,71.49811,+05:00,2022-05-12,standard,{'afternoon': 0.0},{'afternoon': 6.0},{'total': 0.0},"{'min': 307.4, 'max': 320.53, 'afternoon': 319.55, 'night': 309.94, 'evening': 318.95, 'morning': 307.4}",{'afternoon': 999.0},"{'max': {'speed': 7.25, 'direction': 258.0}}"
29.18483,71.49811,+05:00,2022-05-13,standard,{'afternoon': 0.0},{'afternoon': 3.0},{'total': 0.0},"{'min': 305.04, 'max': 320.13, 'afternoon': 318.8, 'night': 310.63, 'evening': 318.52, 'morning': 305.06}",{'afternoon': 997.0},"{'max': {'speed': 6.31, 'direction': 242.0}}"
29.18483,71.49811,+05:00,2022-05-14,standard,{'afternoon': 0.0},{'afternoon': 3.0},{'total': 0.0},"{'min': 305.38, 'max': 321.54, 'afternoon': 320.47, 'night': 310.08, 'evening': 319.7, 'morning': 305.38}",{'afternoon': 997.0},"{'max': {'speed': 6.48, 'direction': 199.0}}"
29.18483,71.49811,+05:00,2022-05-15,standard,{'afternoon': 0.0},{'afternoon': 5.0},{'total': 0.0},"{'min': 305.57, 'max': 320.53, 'afternoon': 319.6, 'night': 311.82, 'evening': 317.82, 'morning': 305.92}",{'afternoon': 997.0},"{'max': {'speed': 9.53, 'direction': 199.0}}"
